,invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
7830,I217857,C116347,Female,29,Clothing,3,900.24,Cash,21/01/2022,Kanyon
7831,I305330,C223742,Female,44,Food & Beverage,5,26.15,Debit Card,19/12/2021,Metropol AVM
7832,I110341,C152464,Male,29,Toys,2,71.68,Debit Card,17/04/2022,Metropol AVM
7833,I174207,C347728,Female,41,Clothing,5,1500.4,Debit Card,11/1/2022,Kanyon
7834,I635603,C841934,Male,44,Souvenir,5,58.65,Cash,28/01/2022,Istinye Park
7835,I321637,C770262,Male,44,Clothing,5,1500.4,Cash,10/8/2022,Viaport Outlet
7836,I282097,C182773,Female,46,Cosmetics,2,81.32,Cash,2/11/2021,Kanyon
7837,I768883,C216243,Female,48,Cosmetics,4,162.64,Debit Card,6/9/2021,Kanyon
7838,I745890,C166266,Female,21,Clothing,2,600.16,Cash,13/09/2021,Metrocity
7839,I286351,C284578,Female,38,Books,5,75.75,Credit Card,25/11/2022,Mall of Istanbul
7840,I620947,C252209,Female,43,Clothing,3,900.24,Credit Card,19/02/2021,Metrocity
7841,I111885,C286431,Male,61,Clothing,4,1200.32,Credit Card,28/01/2022,Metrocity
7842,I187125,C147754,Male,30,Cosmetics,2,81.32,Cash,28/10/2022,Kanyon
7843,I300273,C250476,Male,43,Souvenir,4,46.92,Credit Card,9/9/2022,Mall of Istanbul
7844,I670680,C274302,Female,40,Clothing,5,1500.4,Cash,11/7/2021,Cevahir AVM
7845,I207576,C134318,Male,23,Toys,4,143.36,Cash,7/11/2021,Kanyon
7846,I102730,C181990,Male,57,Technology,4,4200.0,Cash,11/7/2022,Mall of Istanbul
7847,I128092,C631970,Male,44,Clothing,2,600.16,Credit Card,24/11/2022,Kanyon
7848,I267027,C152766,Female,46,Clothing,3,900.24,Credit Card,17/02/2023,Viaport Outlet
7849,I331908,C886919,Male,40,Shoes,1,600.17,Credit Card,28/05/2021,Forum Istanbul
7850,I884668,C326251,Female,50,Technology,1,1050.0,Debit Card,3/8/2022,Emaar Square Mall
7851,I170112,C802000,Male,35,Food & Beverage,5,26.15,Credit Card,24/08/2022,Kanyon
7852,I130166,C500233,Male,49,Food & Beverage,1,5.23,Credit Card,29/06/2022,Metrocity
7853,I188003,C239328,Male,37,Cosmetics,2,81.32,Cash,30/06/2021,Metrocity
7854,I950912,C240998,Male,22,Shoes,5,3000.85,Debit Card,26/10/2022,Forum Istanbul
7855,I393160,C125835,Female,52,Clothing,3,900.24,Cash,6/11/2021,Kanyon
7856,I713938,C309890,Female,48,Cosmetics,4,162.64,Cash,8/1/2021,Metropol AVM
7857,I151987,C374131,Male,34,Food & Beverage,3,15.69,Debit Card,9/1/2021,Metropol AVM
7858,I294468,C217547,Female,42,Shoes,1,600.17,Cash,15/09/2022,Forum Istanbul
7859,I100041,C326923,Female,50,Cosmetics,3,121.98,Cash,24/07/2022,Mall of Istanbul
7860,I269190,C262470,Female,30,Clothing,2,600.16,Cash,14/09/2021,Mall of Istanbul
7861,I278640,C275339,Female,51,Clothing,3,900.24,Credit Card,10/2/2023,Metrocity
7862,I193775,C305220,Female,21,Clothing,4,1200.32,Credit Card,16/03/2021,Kanyon
7863,I321852,C134562,Female,34,Cosmetics,4,162.64,Credit Card,26/01/2022,Forum Istanbul
7864,I940472,C123775,Female,44,Toys,2,71.68,Credit Card,1/3/2021,Zorlu Center
7865,I936222,C275576,Male,29,Clothing,5,1500.4,Cash,26/02/2023,Viaport Outlet
7866,I299202,C261312,Female,27,Toys,3,107.52,Cash,17/12/2022,Emaar Square Mall
7867,I118000,C157411,Female,43,Clothing,1,300.08,Credit Card,17/12/2021,Cevahir AVM
7868,I332521,C889693,Female,49,Clothing,4,1200.32,Cash,18/10/2022,Emaar Square Mall
7869,I168686,C227943,Male,39,Clothing,2,600.16,Credit Card,7/12/2022,Mall of Istanbul
7870,I253679,C613567,Female,48,Clothing,2,600.16,Credit Card,17/07/2021,Metrocity
7871,I680280,C268756,Female,42,Clothing,3,900.24,Credit Card,21/11/2021,Mall of Istanbul
7872,I110084,C313560,Female,65,Technology,2,2100.0,Cash,10/6/2022,Metropol AVM
7873,I229457,C335279,Male,59,Books,3,45.45,Debit Card,24/08/2021,Metrocity
7874,I105122,C132004,Female,31,Shoes,1,600.17,Debit Card,4/2/2023,Kanyon
7875,I298307,C264310,Female,66,Clothing,1,300.08,Credit Card,10/7/2021,Kanyon
7876,I180748,C313440,Male,60,Toys,4,143.36,Debit Card,15/05/2022,Metrocity
7877,I116128,C321077,Female,63,Clothing,5,1500.4,Debit Card,16/10/2022,Istinye Park
7878,I642298,C339789,Female,36,Souvenir,5,58.65,Credit Card,20/04/2021,Metropol AVM
7879,I157859,C233229,Female,39,Clothing,2,600.16,Credit Card,16/05/2021,Istinye Park
7880,I118453,C292257,Male,62,Souvenir,5,58.65,Cash,18/06/2022,Istinye Park
7881,I254940,C103521,Female,63,Toys,2,71.68,Cash,6/8/2022,Mall of Istanbul
7882,I250489,C447314,Female,53,Clothing,2,600.16,Cash,8/7/2021,Metrocity
7883,I294181,C327275,Female,25,Clothing,1,300.08,Cash,10/4/2022,Kanyon
7884,I313988,C164344,Female,21,Shoes,5,3000.85,Cash,2/3/2021,Metrocity
7885,I246170,C302293,Male,44,Shoes,3,1800.51,Credit Card,29/06/2021,Metrocity
7886,I119829,C120594,Female,61,Clothing,1,300.08,Cash,15/01/2021,Metropol AVM
7887,I239810,C113692,Female,49,Souvenir,4,46.92,Debit Card,22/06/2021,Viaport Outlet
7888,I140408,C130826,Male,48,Cosmetics,3,121.98,Credit Card,3/9/2022,Kanyon
7889,I308956,C338392,Female,49,Toys,2,71.68,Credit Card,20/06/2022,Cevahir AVM
7890,I112469,C230517,Male,32,Shoes,1,600.17,Cash,20/11/2022,Kanyon
7891,I370184,C117714,Male,32,Food & Beverage,1,5.23,Cash,27/06/2021,Mall of Istanbul
7892,I807175,C364618,Male,43,Technology,1,1050.0,Debit Card,15/09/2021,Cevahir AVM
7893,I662690,C129954,Female,68,Clothing,1,300.08,Cash,16/05/2022,Mall of Istanbul
7894,I168451,C127456,Female,38,Books,5,75.75,Debit Card,5/1/2021,Kanyon
7895,I263594,C298866,Female,32,Food & Beverage,3,15.69,Cash,11/2/2021,Metrocity
7896,I112223,C947010,Female,50,Clothing,4,1200.32,Credit Card,4/3/2021,Istinye Park
7897,I101171,C786797,Female,64,Clothing,3,900.24,Cash,23/09/2021,Mall of Istanbul
7898,I316862,C114099,Female,38,Food & Beverage,5,26.15,Debit Card,29/03/2021,Kanyon
7899,I262510,C159543,Male,39,Food & Beverage,1,5.23,Debit Card,17/03/2021,Metrocity
7900,I259093,C186680,Male,46,Food & Beverage,2,10.46,Cash,29/11/2022,Istinye Park
7901,I150521,C257274,Female,54,Books,3,45.45,Cash,10/4/2021,Metropol AVM
7902,I816564,C910844,Female,57,Toys,1,35.84,Credit Card,27/09/2021,Metropol AVM
7903,I301136,C886372,Female,69,Food & Beverage,1,5.23,Cash,30/10/2021,Mall of Istanbul
7904,I210564,C493092,Male,34,Cosmetics,4,162.64,Cash,7/12/2021,Kanyon
7905,I247070,C284872,Female,47,Food & Beverage,3,15.69,Credit Card,12/10/2022,Metrocity
7906,I201787,C177510,Male,19,Clothing,1,300.08,Cash,17/04/2022,Metrocity
7907,I122326,C297321,Female,57,Shoes,2,1200.34,Cash,2/12/2022,Metrocity
7908,I308026,C939713,Female,49,Cosmetics,1,40.66,Cash,19/07/2022,Metrocity
7909,I354638,C315350,Male,47,Shoes,5,3000.85,Cash,23/11/2021,Istinye Park
7910,I245081,C219224,Female,66,Toys,5,179.2,Debit Card,5/9/2021,Zorlu Center
7911,I367825,C328029,Female,61,Toys,2,71.68,Cash,4/4/2022,Mall of Istanbul
7912,I146954,C299790,Male,67,Clothing,5,1500.4,Cash,22/04/2021,Zorlu Center
7913,I218666,C342695,Female,25,Shoes,5,3000.85,Cash,31/08/2022,Metropol AVM
7914,I974106,C133340,Female,62,Toys,5,179.2,Credit Card,18/11/2021,Emaar Square Mall
7915,I100617,C745941,Male,56,Books,5,75.75,Cash,6/7/2022,Zorlu Center
7916,I227173,C123467,Female,23,Clothing,1,300.08,Credit Card,6/3/2023,Kanyon
7917,I164033,C310623,Female,59,Toys,5,179.2,Cash,1/9/2022,Mall of Istanbul
7918,I732168,C241322,Female,22,Toys,1,35.84,Debit Card,26/05/2021,Zorlu Center
7919,I836481,C116863,Female,53,Clothing,2,600.16,Cash,11/6/2022,Mall of Istanbul
7920,I738438,C175359,Female,51,Cosmetics,5,203.3,Credit Card,30/04/2021,Cevahir AVM
7921,I173895,C109539,Female,41,Toys,2,71.68,Credit Card,23/04/2022,Mall of Istanbul
7922,I911945,C118693,Male,23,Food & Beverage,3,15.69,Credit Card,13/03/2022,Metrocity
7923,I187720,C203005,Male,67,Cosmetics,4,162.64,Credit Card,23/06/2021,Kanyon
7924,I277193,C728760,Male,33,Cosmetics,5,203.3,Debit Card,21/05/2021,Metropol AVM
7925,I303371,C364991,Female,41,Clothing,4,1200.32,Debit Card,19/08/2022,Metrocity
7926,I355386,C279988,Female,39,Clothing,2,600.16,Cash,25/10/2022,Metropol AVM
7927,I289402,C144453,Female,29,Clothing,4,1200.32,Cash,23/05/2021,Mall of Istanbul
7928,I219336,C150674,Female,61,Technology,4,4200.0,Credit Card,4/11/2021,Istinye Park
7929,I177993,C294836,Female,47,Technology,1,1050.0,Debit Card,17/09/2022,Kanyon
7930,I329798,C662533,Female,39,Shoes,2,1200.34,Credit Card,5/7/2022,Mall of Istanbul
7931,I153705,C364096,Female,40,Shoes,3,1800.51,Credit Card,12/10/2021,Kanyon
7932,I245211,C405731,Male,43,Cosmetics,4,162.64,Cash,2/7/2022,Zorlu Center
7933,I190092,C787277,Male,50,Toys,1,35.84,Cash,31/03/2022,Mall of Istanbul
7934,I185351,C849715,Male,28,Technology,3,3150.0,Credit Card,11/8/2021,Mall of Istanbul
7935,I259657,C224889,Male,62,Toys,5,179.2,Cash,25/10/2021,Kanyon
7936,I262448,C207008,Male,67,Shoes,3,1800.51,Cash,11/5/2021,Forum Istanbul
7937,I121239,C899381,Female,36,Toys,3,107.52,Cash,31/07/2022,Cevahir AVM
7938,I283176,C179233,Female,37,Technology,5,5250.0,Debit Card,28/06/2021,Istinye Park
7939,I108736,C304988,Male,45,Technology,3,3150.0,Credit Card,4/3/2021,Metropol AVM
7940,I231914,C953835,Male,25,Clothing,2,600.16,Credit Card,29/04/2022,Viaport Outlet
7941,I257460,C268223,Female,62,Clothing,4,1200.32,Credit Card,23/10/2021,Forum Istanbul
7942,I225454,C324620,Female,23,Cosmetics,5,203.3,Debit Card,23/08/2022,Mall of Istanbul
7943,I201484,C225137,Female,53,Clothing,2,600.16,Credit Card,9/1/2022,Cevahir AVM
7944,I122632,C837885,Female,66,Food & Beverage,2,10.46,Cash,3/3/2023,Mall of Istanbul
7945,I302280,C241410,Female,60,Shoes,4,2400.68,Credit Card,21/08/2022,Zorlu Center
7946,I317426,C333011,Male,43,Food & Beverage,4,20.92,Credit Card,10/10/2021,Metropol AVM
7947,I261177,C669562,Female,69,Clothing,3,900.24,Cash,22/03/2022,Metropol AVM
7948,I489671,C145645,Female,49,Souvenir,2,23.46,Cash,3/11/2021,Zorlu Center
7949,I782498,C143461,Male,37,Toys,2,71.68,Debit Card,16/07/2022,Cevahir AVM
7950,I100223,C212702,Female,45,Shoes,5,3000.85,Credit Card,21/11/2022,Metrocity
7951,I202144,C142172,Male,25,Technology,1,1050.0,Debit Card,21/03/2021,Metrocity
7952,I110183,C236466,Female,62,Shoes,4,2400.68,Credit Card,13/12/2022,Metrocity
7953,I519408,C203873,Female,49,Clothing,3,900.24,Credit Card,6/9/2022,Metrocity
7954,I606125,C262469,Female,61,Clothing,3,900.24,Credit Card,27/10/2021,Istinye Park
7955,I103488,C116713,Male,31,Food & Beverage,1,5.23,Debit Card,27/08/2021,Mall of Istanbul
7956,I120979,C234631,Female,31,Souvenir,5,58.65,Cash,3/10/2022,Kanyon
7957,I171350,C169345,Male,59,Clothing,5,1500.4,Debit Card,4/11/2022,Metropol AVM
7958,I233720,C198695,Female,43,Clothing,2,600.16,Credit Card,16/03/2021,Viaport Outlet
7959,I112067,C873953,Female,31,Cosmetics,4,162.64,Credit Card,5/12/2021,Metrocity
7960,I321262,C336118,Male,29,Clothing,3,900.24,Cash,7/5/2022,Emaar Square Mall
7961,I259061,C209364,Male,43,Clothing,3,900.24,Credit Card,7/12/2022,Mall of Istanbul
7962,I108263,C698848,Female,35,Books,3,45.45,Credit Card,22/02/2021,Metropol AVM
7963,I379565,C760265,Male,42,Technology,5,5250.0,Cash,23/06/2022,Viaport Outlet
7964,I317719,C345494,Female,61,Shoes,3,1800.51,Cash,25/07/2021,Metropol AVM
7965,I148832,C112115,Male,31,Technology,2,2100.0,Debit Card,21/02/2023,Metropol AVM
7966,I103764,C259614,Female,64,Clothing,4,1200.32,Credit Card,23/04/2021,Istinye Park
7967,I260114,C114811,Female,24,Shoes,3,1800.51,Cash,16/03/2022,Forum Istanbul
7968,I296312,C248503,Female,21,Clothing,1,300.08,Cash,23/09/2021,Mall of Istanbul
7969,I245026,C153157,Male,25,Food & Beverage,3,15.69,Cash,8/1/2023,Metropol AVM
7970,I134042,C286116,Female,51,Cosmetics,1,40.66,Credit Card,11/8/2022,Metrocity
7971,I785859,C250180,Female,40,Clothing,1,300.08,Debit Card,27/02/2023,Kanyon
7972,I632219,C336793,Female,56,Clothing,4,1200.32,Cash,14/12/2022,Viaport Outlet
7973,I268882,C522987,Male,26,Toys,4,143.36,Cash,6/5/2022,Metropol AVM
7974,I713680,C186862,Male,18,Cosmetics,5,203.3,Debit Card,24/03/2021,Forum Istanbul
7975,I277348,C133426,Female,37,Toys,1,35.84,Debit Card,6/10/2021,Metrocity
7976,I234713,C204781,Male,38,Shoes,4,2400.68,Cash,20/10/2021,Emaar Square Mall
7977,I147821,C222925,Male,58,Technology,3,3150.0,Credit Card,22/05/2022,Forum Istanbul
7978,I172488,C910754,Female,33,Food & Beverage,3,15.69,Debit Card,15/01/2023,Kanyon
7979,I198400,C107283,Female,38,Clothing,2,600.16,Cash,27/04/2021,Metrocity
7980,I610501,C187497,Male,59,Clothing,5,1500.4,Debit Card,4/9/2022,Forum Istanbul
7981,I351888,C295374,Male,41,Shoes,2,1200.34,Cash,14/10/2021,Kanyon
7982,I279182,C200650,Male,30,Souvenir,3,35.19,Cash,24/03/2022,Kanyon
7983,I642537,C683266,Female,20,Cosmetics,2,81.32,Cash,19/05/2022,Istinye Park
7984,I759056,C215718,Female,18,Clothing,3,900.24,Credit Card,21/11/2022,Metrocity
7985,I229294,C185857,Female,32,Technology,2,2100.0,Cash,28/03/2021,Metropol AVM
7986,I172850,C140756,Male,29,Shoes,1,600.17,Cash,29/01/2023,Forum Istanbul
7987,I181599,C283618,Female,69,Clothing,4,1200.32,Debit Card,16/09/2022,Cevahir AVM
7988,I312137,C184264,Male,53,Shoes,1,600.17,Cash,12/8/2021,Kanyon
7989,I735112,C727205,Female,29,Clothing,1,300.08,Cash,14/05/2022,Mall of Istanbul
7990,I246053,C333514,Female,24,Cosmetics,1,40.66,Debit Card,6/11/2022,Metropol AVM
7991,I283631,C480810,Female,61,Shoes,3,1800.51,Cash,27/03/2022,Kanyon
7992,I788145,C205491,Female,59,Clothing,1,300.08,Cash,5/11/2022,Metrocity
7993,I741593,C311020,Female,26,Technology,2,2100.0,Credit Card,17/11/2022,Zorlu Center
7994,I186578,C289454,Male,46,Shoes,2,1200.34,Debit Card,28/02/2022,Metrocity
7995,I838073,C962608,Female,34,Technology,1,1050.0,Credit Card,24/02/2022,Metropol AVM
7996,I226394,C256561,Female,21,Shoes,5,3000.85,Cash,27/01/2023,Istinye Park
7997,I885979,C100676,Female,26,Clothing,3,900.24,Debit Card,4/7/2021,Metrocity
7998,I122320,C178384,Male,61,Cosmetics,4,162.64,Debit Card,1/3/2023,Kanyon
7999,I158957,C849397,Male,59,Clothing,3,900.24,Credit Card,19/08/2022,Mall of Istanbul
8000,I237285,C223173,Female,67,Toys,5,179.2,Cash,1/7/2021,Mall of Istanbul
8001,I340187,C117875,Male,25,Cosmetics,3,121.98,Cash,10/2/2021,Mall of Istanbul
8002,I299582,C461606,Female,40,Toys,5,179.2,Cash,7/12/2022,Zorlu Center
8003,I305862,C234078,Female,64,Toys,4,143.36,Cash,22/12/2022,Emaar Square Mall
8004,I313795,C127625,Female,69,Clothing,5,1500.4,Cash,17/07/2021,Mall of Istanbul
8005,I243483,C110915,Female,45,Shoes,3,1800.51,Cash,1/7/2022,Emaar Square Mall
8006,I285970,C190179,Female,45,Clothing,1,300.08,Credit Card,16/01/2023,Viaport Outlet
8007,I292211,C671017,Female,60,Clothing,3,900.24,Cash,13/11/2021,Metropol AVM
8008,I402286,C182459,Female,35,Technology,2,2100.0,Credit Card,26/11/2021,Viaport Outlet
8009,I896013,C120325,Female,52,Shoes,5,3000.85,Cash,12/8/2022,Kanyon
8010,I307447,C256616,Female,41,Souvenir,2,23.46,Credit Card,4/5/2021,Emaar Square Mall
8011,I151233,C935773,Female,63,Clothing,5,1500.4,Credit Card,12/1/2022,Metropol AVM
8012,I335926,C212138,Female,67,Clothing,1,300.08,Credit Card,25/02/2023,Emaar Square Mall
8013,I261603,C260933,Female,62,Clothing,3,900.24,Credit Card,26/04/2021,Viaport Outlet
8014,I810612,C125445,Female,21,Cosmetics,4,162.64,Cash,30/06/2022,Kanyon
8015,I106027,C308047,Female,42,Clothing,5,1500.4,Cash,17/09/2021,Viaport Outlet
8016,I323561,C115748,Male,26,Clothing,5,1500.4,Debit Card,17/05/2022,Kanyon
8017,I276727,C259356,Male,34,Clothing,5,1500.4,Cash,24/04/2021,Zorlu Center
8018,I148329,C298541,Female,66,Cosmetics,5,203.3,Cash,26/02/2022,Mall of Istanbul
8019,I124597,C338497,Female,53,Clothing,5,1500.4,Credit Card,18/05/2021,Metrocity
8020,I294217,C134060,Male,25,Clothing,2,600.16,Credit Card,21/04/2022,Kanyon
8021,I814775,C203151,Female,41,Clothing,3,900.24,Cash,23/11/2022,Mall of Istanbul
8022,I108378,C623785,Male,46,Shoes,4,2400.68,Debit Card,24/07/2021,Kanyon
8023,I471026,C281679,Male,19,Books,3,45.45,Credit Card,10/7/2021,Forum Istanbul
8024,I257498,C134744,Male,50,Shoes,3,1800.51,Cash,9/5/2021,Viaport Outlet
8025,I157537,C882889,Male,25,Toys,5,179.2,Cash,25/06/2022,Mall of Istanbul
8026,I323352,C517597,Female,54,Clothing,4,1200.32,Credit Card,15/10/2022,Forum Istanbul
8027,I216035,C305298,Female,47,Clothing,5,1500.4,Cash,26/08/2021,Metropol AVM
8028,I228613,C130800,Female,69,Cosmetics,5,203.3,Credit Card,12/10/2021,Forum Istanbul
8029,I167048,C275336,Male,35,Clothing,1,300.08,Credit Card,8/3/2021,Forum Istanbul
8030,I130819,C317179,Male,33,Clothing,3,900.24,Credit Card,6/1/2021,Mall of Istanbul
8031,I165509,C222694,Male,22,Books,5,75.75,Debit Card,25/06/2022,Kanyon
8032,I216518,C801613,Male,19,Food & Beverage,3,15.69,Credit Card,19/01/2023,Metrocity
8033,I114573,C333980,Male,67,Shoes,5,3000.85,Cash,3/4/2021,Mall of Istanbul
8034,I277523,C249698,Female,38,Clothing,1,300.08,Cash,18/08/2021,Forum Istanbul
8035,I280017,C199444,Male,29,Food & Beverage,3,15.69,Debit Card,2/1/2022,Istinye Park
8036,I330454,C816375,Female,42,Souvenir,2,23.46,Credit Card,5/2/2021,Viaport Outlet
8037,I226491,C185863,Male,46,Cosmetics,3,121.98,Credit Card,17/09/2022,Kanyon
8038,I129773,C263605,Female,19,Food & Beverage,4,20.92,Debit Card,23/08/2021,Kanyon
8039,I323071,C915450,Female,31,Toys,3,107.52,Debit Card,3/2/2023,Kanyon
8040,I323286,C243735,Male,45,Food & Beverage,3,15.69,Cash,24/09/2022,Kanyon
8041,I124098,C209792,Female,28,Toys,1,35.84,Cash,14/12/2022,Istinye Park
8042,I198938,C331030,Female,47,Shoes,1,600.17,Credit Card,16/10/2022,Kanyon
8043,I227297,C428978,Female,39,Shoes,5,3000.85,Credit Card,21/08/2021,Metrocity
8044,I104144,C203454,Male,65,Shoes,1,600.17,Credit Card,24/10/2022,Mall of Istanbul
8045,I128752,C224227,Female,34,Books,5,75.75,Cash,13/09/2022,Metropol AVM
8046,I297249,C227132,Female,63,Cosmetics,1,40.66,Cash,22/07/2021,Zorlu Center
8047,I205542,C247505,Female,51,Clothing,2,600.16,Cash,27/04/2022,Forum Istanbul
8048,I645506,C140142,Female,38,Toys,1,35.84,Credit Card,7/2/2023,Mall of Istanbul
8049,I751200,C796695,Male,43,Books,1,15.15,Cash,19/10/2022,Kanyon
8050,I827801,C178282,Female,23,Food & Beverage,1,5.23,Debit Card,1/3/2022,Mall of Istanbul
8051,I203631,C297071,Female,69,Food & Beverage,2,10.46,Cash,13/04/2022,Mall of Istanbul
8052,I109208,C203330,Female,37,Cosmetics,4,162.64,Cash,8/12/2022,Kanyon
8053,I184976,C811292,Female,39,Toys,4,143.36,Credit Card,24/05/2021,Mall of Istanbul
8054,I309139,C173917,Female,35,Clothing,5,1500.4,Cash,1/5/2021,Zorlu Center
8055,I199775,C301927,Male,63,Shoes,5,3000.85,Credit Card,12/3/2021,Metrocity
8056,I777276,C901632,Female,24,Souvenir,3,35.19,Cash,18/08/2021,Kanyon
8057,I463005,C184801,Female,43,Technology,5,5250.0,Credit Card,4/9/2022,Metrocity
8058,I303153,C170341,Male,56,Clothing,3,900.24,Credit Card,20/03/2022,Kanyon
8059,I337119,C781881,Male,22,Clothing,1,300.08,Credit Card,5/10/2021,Mall of Istanbul
8060,I285161,C104637,Female,39,Souvenir,5,58.65,Cash,17/12/2021,Mall of Istanbul
8061,I460965,C148827,Male,63,Cosmetics,1,40.66,Credit Card,18/04/2021,Istinye Park
8062,I244607,C164316,Male,61,Clothing,3,900.24,Credit Card,6/4/2022,Mall of Istanbul
8063,I173326,C332986,Female,56,Clothing,2,600.16,Credit Card,24/10/2021,Mall of Istanbul
8064,I742540,C752359,Female,66,Food & Beverage,3,15.69,Credit Card,2/7/2021,Istinye Park
8065,I155911,C284019,Female,38,Cosmetics,5,203.3,Debit Card,18/11/2022,Viaport Outlet
8066,I236880,C188391,Male,57,Clothing,2,600.16,Cash,29/07/2022,Metrocity
8067,I896603,C330455,Female,32,Clothing,3,900.24,Cash,11/1/2021,Metrocity
8068,I426700,C177309,Female,51,Shoes,2,1200.34,Cash,19/04/2021,Viaport Outlet
8069,I500834,C113738,Female,24,Cosmetics,5,203.3,Credit Card,19/11/2022,Emaar Square Mall
8070,I131457,C193442,Female,41,Food & Beverage,4,20.92,Cash,21/08/2021,Mall of Istanbul
8071,I125178,C893877,Female,69,Souvenir,3,35.19,Debit Card,17/01/2022,Viaport Outlet
8072,I255255,C367492,Female,51,Food & Beverage,1,5.23,Credit Card,16/09/2022,Forum Istanbul
8073,I164970,C235749,Male,18,Toys,3,107.52,Cash,6/3/2021,Metrocity
8074,I333601,C965850,Female,42,Toys,3,107.52,Credit Card,22/01/2023,Istinye Park
8075,I155185,C279197,Male,29,Technology,2,2100.0,Debit Card,25/08/2021,Forum Istanbul
8076,I195337,C151188,Female,20,Technology,4,4200.0,Credit Card,24/08/2021,Istinye Park
8077,I255853,C108555,Female,59,Clothing,2,600.16,Cash,17/07/2021,Kanyon
8078,I109352,C279106,Female,68,Souvenir,4,46.92,Cash,14/04/2022,Kanyon
8079,I299776,C238894,Female,63,Technology,2,2100.0,Cash,17/05/2021,Mall of Istanbul
8080,I271594,C274914,Female,51,Books,3,45.45,Cash,21/05/2021,Mall of Istanbul
8081,I302905,C928428,Female,29,Technology,2,2100.0,Cash,13/02/2021,Viaport Outlet
8082,I227979,C822533,Female,33,Clothing,1,300.08,Cash,2/6/2022,Istinye Park
8083,I180823,C366008,Male,52,Cosmetics,2,81.32,Credit Card,30/08/2021,Metropol AVM
8084,I111867,C333324,Male,63,Shoes,4,2400.68,Credit Card,23/08/2021,Kanyon
8085,I109188,C298201,Male,39,Food & Beverage,4,20.92,Debit Card,27/11/2021,Emaar Square Mall
8086,I326489,C110317,Male,69,Technology,1,1050.0,Cash,4/9/2022,Kanyon
8087,I324887,C998151,Female,26,Clothing,2,600.16,Cash,29/10/2022,Viaport Outlet
8088,I132250,C164672,Female,55,Books,3,45.45,Cash,26/08/2022,Istinye Park
8089,I211775,C101377,Male,27,Food & Beverage,5,26.15,Cash,2/2/2023,Forum Istanbul
8090,I549350,C265607,Female,25,Clothing,1,300.08,Debit Card,9/10/2021,Istinye Park
8091,I282620,C208415,Female,31,Clothing,2,600.16,Cash,5/7/2022,Zorlu Center
8092,I176385,C322015,Female,22,Cosmetics,5,203.3,Debit Card,26/06/2021,Mall of Istanbul
8093,I232339,C124207,Male,42,Shoes,5,3000.85,Debit Card,13/01/2021,Kanyon
8094,I177647,C665949,Male,22,Shoes,4,2400.68,Debit Card,4/3/2022,Kanyon
8095,I289161,C108993,Female,31,Clothing,5,1500.4,Cash,1/7/2022,Mall of Istanbul
8096,I207618,C228640,Male,31,Shoes,2,1200.34,Credit Card,5/1/2021,Cevahir AVM
8097,I138748,C162054,Male,26,Clothing,2,600.16,Credit Card,26/02/2023,Metrocity
8098,I207457,C259321,Female,49,Books,2,30.3,Cash,5/9/2021,Istinye Park
8099,I156154,C322071,Female,50,Books,1,15.15,Cash,17/03/2022,Metropol AVM
8100,I308532,C265909,Female,29,Souvenir,5,58.65,Credit Card,20/10/2021,Metrocity
8101,I652694,C180851,Female,44,Technology,5,5250.0,Debit Card,11/12/2022,Kanyon
8102,I308509,C166367,Female,39,Technology,5,5250.0,Cash,18/06/2022,Cevahir AVM
8103,I497262,C259726,Female,59,Toys,4,143.36,Cash,5/5/2022,Mall of Istanbul
8104,I222179,C205916,Female,59,Clothing,5,1500.4,Credit Card,12/3/2022,Viaport Outlet
8105,I771861,C885540,Male,54,Clothing,3,900.24,Credit Card,9/4/2021,Istinye Park
8106,I248154,C590311,Female,69,Clothing,3,900.24,Credit Card,1/1/2022,Mall of Istanbul
8107,I757763,C212617,Male,55,Cosmetics,3,121.98,Credit Card,5/12/2022,Kanyon
8108,I221752,C998282,Male,64,Toys,3,107.52,Cash,17/11/2022,Emaar Square Mall
8109,I164383,C158568,Female,68,Toys,2,71.68,Credit Card,30/07/2021,Metropol AVM
8110,I196516,C214746,Male,39,Toys,3,107.52,Debit Card,18/07/2022,Kanyon
8111,I176773,C110744,Male,30,Souvenir,3,35.19,Cash,15/02/2021,Cevahir AVM
8112,I247605,C672276,Male,35,Clothing,4,1200.32,Credit Card,16/08/2022,Istinye Park
8113,I276261,C132055,Female,57,Books,4,60.6,Credit Card,3/7/2021,Metrocity
8114,I473606,C937517,Female,48,Clothing,1,300.08,Cash,24/06/2021,Kanyon
8115,I540588,C471848,Male,50,Cosmetics,3,121.98,Debit Card,23/12/2021,Metropol AVM
8116,I210691,C117215,Female,20,Clothing,4,1200.32,Credit Card,28/02/2021,Mall of Istanbul
8117,I234536,C901090,Male,51,Books,4,60.6,Cash,24/06/2021,Emaar Square Mall
8118,I312314,C107987,Male,64,Food & Beverage,4,20.92,Cash,25/02/2023,Emaar Square Mall
8119,I218487,C143434,Female,68,Toys,5,179.2,Credit Card,19/11/2022,Metropol AVM
8120,I310700,C223162,Male,54,Clothing,5,1500.4,Credit Card,9/10/2022,Metrocity
8121,I303695,C222504,Female,26,Toys,1,35.84,Credit Card,26/06/2022,Kanyon
8122,I320021,C122988,Female,21,Food & Beverage,2,10.46,Credit Card,21/05/2021,Forum Istanbul
